"year","CO2","CH4","N2O","Halogenated","Ozone","Strat. H2O","Land use & BC on snow","Aerosol-radiation","Aerosol-cloud","Volcanic","Solar","CTI","AMO","Total sum","Observation"
1855,0.133065062119944,0.0367412213287532,0.0102898564688634,0.0481939093830859,0.00715841379798414,0.00573969543275816,-0.0046405854464231,-0.0156610583036748,-0.0558690044632914,0.0161474130523038,0.0170545517210976,-0.0020984004123838,0.114024515003466,0.312096622206263,0.322041348469212
1856,0.12992361641786,0.0359235866694086,0.00993056706392418,0.0471486475041888,0.00787105270135668,0.00560975026908168,-0.00380393324506601,-0.0151280356543523,-0.0539186578381651,0.0170558245753045,0.0113647250197998,0.0123692626343023,0.0618159266897824,0.26780504154593,0.196640250018829
1857,0.126716859978825,0.0350266801679796,0.00957354694106646,0.0461033665077503,0.00859439618229652,0.00546765492713995,-0.00302311118783803,-0.014554023140289,-0.0523855356119189,0.0176363187255699,0.00938452156722213,-0.0347498849977279,0.045728170389012,0.200817772511793,0.0478224849017778
1858,0.12344800190157,0.034091764759736,0.00922271018829511,0.0450580761046229,0.00918102223998156,0.00531805536921857,-0.00234249699821955,-0.0139992021598973,-0.0509229678034996,0.0180648332513939,0.0105586995748006,0.0125705133314778,0.0343705230423136,0.235879553690019,0.244171386451393
1859,0.120154757028074,0.0331349196041582,0.00889486205150033,0.0440127757026109,0.0094144799540419,0.0051638204806445,-0.00180879094537616,-0.0135003191783982,-0.0491972818859874,0.0184143839011482,0.0137735559572076,0.000981499733587459,0.0838592772411784,0.274264284418565,0.34877028800101
1860,0.11684459210252,0.0321523993444914,0.00859823471605646,0.0429674611015312,0.00947078590204204,0.0050070212188307,-0.00134086768026758,-0.0130127474279202,-0.0473773749711475,0.0187187830771362,0.0203057313195173,-0.0162688219209761,0.0843269022796601,0.261396343941146,0.185619189550626
1861,0.113507305608958,0.0311647471492304,0.00832917588335142,0.0419221333864578,0.00950371766580719,0.00484935197640286,-0.000874317470022491,-0.0124991783647021,-0.0454885318052625,0.0103608175657389,0.0261132859422734,-0.0312975775363065,0.0884496115099248,0.244989444893494,0.100884757766908
1862,0.11011885451398,0.0302072103264594,0.00807659328162547,0.0408768120411199,0.00938236279890173,0.00469138860361276,-0.000444128097168507,-0.0119940563809904,-0.0432202989423765,-0.00579851793160719,0.0269621574799026,-0.0238747979538183,-0.0106300564395645,0.13374735852714,-0.00493300735014252
1863,0.106706081846804,0.0292995561227477,0.00782708487981872,0.0398314808256286,0.00917640356234787,0.0045358752227466,-6.66873755156235e-05,-0.0114838643270905,-0.040729734579097,-0.0100196880246896,0.0240870934573813,-0.0125352986230751,0.0287534649937828,0.174566805311474,0.228999227532807
1864,0.103254818366017,0.0284286372555301,0.00757902141600571,0.0387861393874877,0.00911195162864421,0.00438469695783242,0.000403396195652063,-0.0109393336494902,-0.0387694396682551,-0.00226981903078164,0.0197561022964519,-0.00363663363983495,0.0775972043352742,0.233346240345689,0.189181462415756
1865,0.0997799311534937,0.0275826805403444,0.00733856306938687,0.0377407975789499,0.00910609897815435,0.00423847788802489,0.000936073008047144,-0.0103871990887453,-0.0372973925624699,0.00541402752229103,0.0141664413489251,-0.00724343886488162,0.0948352156654659,0.245916400794173,0.275780363965373
1866,0.0962829962654407,0.0267586275436191,0.00710662701063604,0.0366954566643636,0.00906278011539979,0.00409665869514447,0.00145686561298993,-0.00983774668027724,-0.0358704571937675,0.010093676343358,0.00914247492705416,-0.0087147175075516,0.101107974420309,0.246898120315646,0.308795932181655
1867,0.0927654209935386,0.0259484003739177,0.00688284587917191,0.0356501102579909,0.00913428957892533,0.00395915268724462,0.00204995073382161,-0.00927262142556745,-0.0348375570677412,0.0126976576173866,0.00621824555865016,-0.0097126027285599,0.0785700695458037,0.219562523184083,0.346061500397937
1868,0.089197146674768,0.0251250555834385,0.00666702916276591,0.0346047588685567,0.00920455851502317,0.0038251247618203,0.002654529028484,-0.00871782223405634,-0.0338924218893987,0.0143346915700591,0.00613483242751741,-0.0120592145705601,0.0854878431580201,0.221957054063899,0.294660401947554
1869,0.0855747001435339,0.0242648199683251,0.00645467498860876,0.03355940122536,0.00907663908656811,0.00369314105403826,0.00315253799553708,-0.00818410070594179,-0.0325495950957185,0.0154874144996022,0.00829602913992088,-0.0119202403214677,0.0676800472375871,0.204072600096621,0.280092636830503
1870,0.0819337594670088,0.0233400871668219,0.00624837741026065,0.0325140404737716,0.00885640527723736,0.00356023578711055,0.00357363576588637,-0.00765053613248299,-0.0310427636146076,0.016367777516083,0.0105147246622813,-0.0413805311531837,0.0737378010399721,0.179985324996975,0.202774871713452
1871,0.0782708843522433,0.0223388090495838,0.00604768733494353,0.0314686863659087,0.0084700405168231,0.00342354696998151,0.00381919172892215,-0.00713905328414104,-0.029186762990291,0.0170804743535192,0.0128016700864867,-0.0140175020407846,0.0578650496916596,0.190381936346645,0.161957106596402
1872,0.0746548954105748,0.0212570999845114,0.00585340520765455,0.0304233309202778,0.00800771120694053,0.00328146525932234,0.00395533181957163,-0.00666626208124185,-0.0272711440895866,0.0149166649738674,0.0143502476603262,-0.0113131006128158,0.0312420507204559,0.161605777725887,0.191139341479351
1873,0.0710665494010002,0.0201327551765775,0.00566104802364819,0.0293779688285273,0.00774340040762138,0.00313192398675229,0.00413679833784882,-0.00619643223984285,-0.025861821541316,0.0102861996909376,0.0132057751916265,-0.0288640952882314,0.0439649580490334,0.146694181827377,0.214654909695633
1874,0.0675543117892653,0.0189966006394211,0.00546681403206842,0.0283326089037468,0.00753377586596352,0.0029761631168624,0.0042754467499799,-0.00572626836521851,-0.0244107358575086,0.00969882590685468,0.00865979509544063,-0.0317561235156849,0.0588379149021891,0.149441692157284,0.159670477911917
1875,0.0640974012581894,0.0178562864105776,0.00527341730001799,0.0272872381157244,0.00714629958102476,0.00281554744810448,0.00429968248736409,-0.00527689923939241,-0.0225601814544517,0.012903195206243,0.00287919237461943,-0.0253925193158768,0.067475728134068,0.157867488100929,0.107686046128199
1876,0.0606659504371507,0.0167003877713828,0.00507392146710504,0.0262418708543472,0.0067425521724963,0.00265184604946165,0.00430422387469927,-0.00484551554842604,-0.0208004749629181,0.0155298308304009,-0.00311369063901983,-0.0244102782037048,0.0636432541233933,0.147115015616384,0.0971182810111483
1877,0.057248506946908,0.0155368452002505,0.00486334449778577,0.0251965058194417,0.00652140201549724,0.00248498235561124,0.00434724937447175,-0.00439267278133096,-0.0193270335243988,0.0170068595390123,-0.00876286120621548,0.0446040350062495,0.17311839005799,0.316620988064069,0.467383849227431
